Cluster,PE_Score,CU_Score,ATU_Score,AUP_Score,MIUA_Score
0,2.838922279740862,2.2635796656900737,2.604710011398703,2.4375209380234506,2.4960852953908117
1,3.4745388885459523,2.8345588235294117,3.3970588235294117,3.1137254901960785,3.255882352941177
